bot,browser,browser_version,city,country,cpu_architecture,device,device_model,device_vendor,domain,engine,engine_version,key,latitude,longitude,os,os_version,referrer,region,timestamp,ua
0,Midori,24.0.853.0,North Isaac,GA,x86-64,Desktop,Google Pixel Slate,Motorola,weel.vercel.app,Tasman,6.0,github,66.0012,-78.7626,Arch Linux,6.1,stale-encouragement.net,Florida,1696047487276,"Mozilla/5.0 (Windows; U; Windows NT 5.0)AppleWebKit/537.0.1 (KHTML, like Gecko) Version/7.1.8 Safari/537.0.1"
0,Maxthon,26.0.873.0,Alameda,MZ,x86-64,Tablet,Oppo Find,Nokia,weel.vercel.app,Blink,6.0,github,6.3206,17.1553,HP-UX (Hewlett Packard Unix),6.2,(direct),Florida,1694775050078,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.3; Trident/5.0; .NET CLR 4.3.18141.8)
0,Epic Privacy Browser,31.0.892.0,New Deon,VN,SuperH,Tablet,MSI Infinite,Ulefone,weel.vercel.app,Lynx,7.0,github,73.5237,-175.9009,Solaris,5.1,(direct),Arizona,1687690022094,"Mozilla/5.0 (Windows; U; Windows NT 6.3) AppleWebKit/534.0.1 (KHTML, like Gecko) Chrome/14.0.808.0 Safari/534.0.1"
0,Maxthon,19.0.886.0,Bogisichworth,IR,RISC-V,Console,OnePlus,Nokia,weel.vercel.app,Tasman,5.0,github,36.282,-88.4366,Arch Linux,5.0,gentle-bathtub.org,Virginia,1691077703214,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5 rv:2.0; NL) AppleWebKit/535.1.1 (KHTML, like Gecko) Version/6.0.3 Safari/535.1.1"
0,Brave,37.0.832.0,Olsonburgh,NR,x86-64,Mobile,Apple iMac,Vivo,weel.vercel.app,Servo,5.1,github,89.7808,179.7158,CentOS,5.2,(direct),Pennsylvania,1683094592168,"Mozilla/5.0 (Windows; U; Windows NT 6.0)AppleWebKit/534.0.1 (KHTML, like Gecko) Version/7.0.8 Safari/534.0.1"
0,Opera,37.0.853.0,Daughertyland,LA,Itanium (Intel IA-64),Wearable,Oppo Find,Sony,weel.vercel.app,Gecko,3.0,github,83.389,-140.0938,Solaris,5.0,dreary-speedboat.com,Rhode Island,1685351965393,Mozilla/5.0 (Windows NT 6.1; rv:6.1) Gecko/20100101 Firefox/6.1.5
0,Safari,13.0.889.0,West Rudy,LY,ARM,Desktop,Microsoft Surface Studio,Lenovo,weel.vercel.app,SlimerJS,5.0,github,-39.5456,168.3621,Linux,5.3,(direct),Colorado,1694171981603,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2 rv:2.0; FY) AppleWebKit/532.0.1 (KHTML, like Gecko) Version/7.0.1 Safari/532.0.1"
0,Seamonkey,23.0.885.0,Wymanshire,BS,RISC-V,Mobile,Apple iPad,Huawei,weel.vercel.app,Chromium,7.0,github,1.7528,52.0325,Android,5.0,(direct),Utah,1702631932010,Mozilla/5.0 (X11; Linux x86_64; rv:6.2) Gecko/20100101 Firefox/6.2.7
0,Midori,22.0.885.0,West Stephonmouth,VN,Itanium (Intel IA-64),Mobile,Apple iPhone SE,ASUS,weel.vercel.app,Otter,5.1,github,-14.5488,-1.7396,Red Hat Enterprise Linux,5.0,muted-implementation.com,Kentucky,1687082212832,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_3)  AppleWebKit/537.2.2 (KHTML, like Gecko) Chrome/27.0.816.0 Safari/537.2.2"
0,Slimjet,20.0.874.0,Fort Dinoworth,SN,ARM,Wearable,Microsoft Surface Studio,ZTE,weel.vercel.app,Tasman,6.1,github,47.3181,-30.1812,CentOS,5.0,(direct),Rhode Island,1680362386573,Opera/13.49 (X11; Linux i686; U; FI Presto/2.9.183 Version/12.00)
0,Pale Moon,35.0.831.0,Vacaville,TZ,SPARC,Desktop,Microsoft Surface Pro,BlackBerry,weel.vercel.app,Links,3.0,github,-78.2784,37.264,HP-UX (Hewlett Packard Unix),6.1,mild-gondola.biz,Ohio,1699012097253,Opera/13.91 (Windows NT 6.3; U; VI Presto/2.9.164 Version/10.00)
0,Pale Moon,37.0.836.0,Enid,CR,Itanium (Intel IA-64),SmartTV,Xiaomi Mi,Lenovo,weel.vercel.app,EdgeHTML,7.1,github,89.7712,-95.7476,Chrome OS,5.0,(direct),North Carolina,1676893629738,"Mozilla/5.0 (X11; Linux i686 AppleWebKit/532.0.1 (KHTML, like Gecko) Chrome/35.0.878.0 Safari/532.0.1"
0,Maxthon,14.0.834.0,Lawrenceport,PR,MIPS,Tablet,Realme,Samsung,weel.vercel.app,EdgeHTML,4.0,github,-80.4284,55.6421,Unix,5.2,impressive-staff.com,Montana,1677680548068,Opera/11.68 (Windows NT 5.2; U; RM Presto/2.9.189 Version/12.00)
0,Opera,29.0.842.0,New Carlee,CO,Power Architecture,Desktop,Amazon Fire HD,OnePlus,weel.vercel.app,Trident/NetFront,4.0,github,-68.9904,164.6263,FreeBSD,6.1,(direct),Wyoming,1700378878348,"Mozilla/5.0 (Windows; U; Windows NT 6.2)AppleWebKit/534.0.0 (KHTML, like Gecko) Version/5.0.3 Safari/534.0.0"
0,Vivaldi,17.0.847.0,Molliehaven,JO,RISC-V,Desktop,Apple iMac,Apple,weel.vercel.app,Presto,5.0,github,-0.8331,-98.8911,FreeBSD,5.1,(direct),New Mexico,1702620065838,Mozilla/5.0 (X11; Linux x86_64; rv:9.2) Gecko/20100101 Firefox/9.2.0
0,Slimjet,31.0.824.0,North Tracychester,CX,MIPS,Mobile,CyberPowerPC Gamer Xtreme,Nokia,weel.vercel.app,Otter,5.1,github,-49.3115,-176.3737,Linux,6.3,remarkable-brother-in-law.org,Louisiana,1674330561713,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_8 rv:3.0; FY) AppleWebKit/531.2.1 (KHTML, like Gecko) Version/6.0.0 Safari/531.2.1"
0,Mozilla Firefox,25.0.859.0,Port Heath,CM,SPARC,Embedded,OnePlus,Oppo,weel.vercel.app,Gecko,6.1,github,-87.3173,102.6588,Ubuntu,6.2,(direct),Oregon,1682735565306,"Mozilla/5.0 (X11; Linux x86_64 AppleWebKit/534.0.0 (KHTML, like Gecko) Chrome/13.0.858.0 Safari/534.0.0"
0,Brave,18.0.859.0,West Titoburgh,BY,SuperH,Wearable,Huawei P,Oppo,weel.vercel.app,SlimerJS,6.1,github,46.7187,-110.2541,Arch Linux,6.2,bowed-hardware.com,New Hampshire,1680052559637,Mozilla/5.0 (Macintosh; PPC Mac OS X 10.5.0; rv:6.3) Gecko/20100101 Firefox/6.3.4
0,Chromium,29.0.835.0,Diamond Bar,YT,Power Architecture,SmartTV,ASUS ROG,Huawei,weel.vercel.app,Links,6.1,github,-50.7424,95.4874,CentOS,6.0,untidy-habitat.info,Georgia,1683839400242,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0; .NET CLR 3.6.41481.4)
0,Pale Moon,37.0.836.0,South Norbertofurt,KR,SPARC,Console,Google Pixel,OnePlus,weel.vercel.app,WebKit,5.0,github,77.4794,104.5474,iOS,6.0,prickly-tough-guy.net,Colorado,1676489424006,Mozilla/5.0 (X11; Linux i686; rv:7.4) Gecko/20100101 Firefox/7.4.9
0,Chromium,27.0.815.0,East Hartford,FI,ARM,Desktop,Apple iPhone SE,ASUS,weel.vercel.app,Trident,5.1,github,-35.5411,-37.731,Linux,6.2,(direct),New York,1695466143234,Opera/14.35 (Macintosh; Intel Mac OS X 10.6.4 U; KA Presto/2.9.188 Version/12.00)
1,Midori,29.0.866.0,Kuphalton,NC,ARM,Console,Huawei P,Sony,weel.vercel.app,Lynx,5.0,github,3.3018,-178.7731,OpenBSD,5.0,descriptive-reset.com,Georgia,1678327224363,"Mozilla/5.0 (Windows; U; Windows NT 6.1)AppleWebKit/535.0.1 (KHTML, like Gecko) Version/4.0.10 Safari/535.0.1"
1,Safari,20.0.852.0,Oak Park,JM,Power Architecture,Embedded,Microsoft Surface Pro,Lenovo,weel.vercel.app,Lynx,6.1,github,-33.3114,-148.7698,FreeBSD,6.3,unkempt-tomorrow.net,Indiana,1693267399213,Mozilla/5.0 (Windows NT 6.2; Trident/7.0; rv:11.0) like Gecko
